Effective Date,Index Name,Action,Company Name,Ticker,GICS Sector,Market,Release date,sector_stock,sector_performance_1week,sector_performance_5week,sector_performance_20week,index_performance_1week,index_performance_5week,index_performance_20week,company_performance_1week,company_performance_5week,company_performance_20week,market_performance_1week,index_stock,market_performance_5week,market_performance_20week,twentyfour_hr_post_release%change,twentyfour_hr_post_effect%change,market_cap,2week_volume_avg,10week_sum_dividens,10week_sum_dividends,10weeks_sum_dividends,20week_avg_vol
2021-06-10,S&P SmallCap 600,Addition,SelectQuote,SLQT,Financials,"NEW YORK, ",2021-06-07,XLF,0.4169920559449153,5.359586802466422,24.43977033838819,0.7702834698928942,2.4158414733695697,13.765099032330754,-3.135714818388822,-37.357411938177485,-16.75789280941612,na,^SP600,na,na,11.145196138535532,2.09042446064779,970,916177,0,0,0.0,1909535
2021-06-15,S&P SmallCap 600,Addition,Apollo Medical,AMEH,Health Care,"NEW YORK, ",2021-06-10,XLV,2.274978556392997,1.0379193620723757,4.823906695777912,1.2469967843464935,3.82517810374308,14.08810240314684,22.02330293391316,40.83305657281164,90.16828508324124,na,^SP600,na,na,20.07462572553975,4.415536563531479,970,189000,0,0,0.0,95005
2021-06-22,S&P SmallCap 600,Addition,Two Harbors Investment,TWO,Financials,"NEW YORK, ",2021-06-16,XLF,-2.2386044455057217,-0.6689683831107014,26.516870390493715,-1.9475335391014128,4.088337929612282,12.150536318885868,-2.9909034838963,8.272857072158407,19.669653008457463,na,^SP600,na,na,2.9999987284342446,-3.213847020740353,970,681715,0,0,0.68,925860
2022-04-04,S&P 500,Addition,Camden Property Trust,CPT,Real Estate,"NEW YORK, ",2022-03-29,XLRE,2.5591750709206624,8.442760556572566,0.9722168040259804,2.9929910429875632,6.23438319156964,-2.217645901933188,,,,na,^GSPC,na,na,-1.00391128367534,0.5681185573084572,36650,1144830,0,0,0.83,808094
2022-04-04,S&P MidCap 400,Addition,Matador Resources,MTDR,Energy,"NEW YORK, ",2022-03-29,XLE,-0.9629235334995376,8.113204944642808,30.444513143352108,0.7635998540108844,3.211789945708297,-6.547426211571194,-1.5429711396006016,16.356820835606868,19.75922421027534,na,^SP400,na,na,-2.9157716100431994,-3.509091463955966,2280,1415850,0,0,0.1,1639450
2022-04-04,S&P SmallCap 600,Addition,Vir Biotechnology,VIR,Health Care,"NEW YORK, ",2022-03-29,XLV,1.3177070097460943,9.264684877436682,4.245065453512156,-0.3733042232230601,2.5477135293224547,-9.241269519216814,-14.576807029685728,-26.10169750148967,-33.1903201855465,na,^SP600,na,na,14.506849583167147,-11.488353162957075,970,1316080,0,0,0.0,1561986
2022-04-06,S&P SmallCap 600,Addition,PROG Holdings,PRG,Financials,"NEW YORK, ",2022-03-30,XLF,0.7910330949770795,0.8765028103594966,-0.3388470992411403,1.8330330638387904,5.659830105691191,-7.0016551013666986,-1.3541012643254533,-4.207760300576073,-37.73504302416163,na,^SP600,na,na,3.864209729819835,0.0,970,860250,0,0,0.0,798275
2021-05-07,S&P MidCap 400,Addition,R1 RCM,RCM,Health Care,"NEW YORK, ",2021-05-03,XLV,-1.310574595983418,4.667523181808986,9.23141973292492,-0.7488066433182162,3.753177391759077,20.951124416466985,4.859287410246363,15.618533746852618,28.482757217582616,na,^SP400,na,na,-12.500005259233214,0.0,2280,491680,0,0,0.0,939090
2021-05-07,S&P SmallCap 600,Addition,The Bancorp,TBBK,Financials,"NEW YORK, ",2021-05-03,XLF,2.9850881509415483,7.907931974807112,28.04823323879437,-0.129937967192691,1.9889023473382503,23.739048543390112,1.315784918930763,4.737336976261918,61.22743183156831,na,^SP600,na,na,11.216860736756072,0.0,970,323630,0,0,0.0,440474
2021-05-14,S&P 500,Addition,Charles River Laboratories Intl,CRL,Health Care,"NEW YORK, ",2021-05-10,XLV,2.0739334954334687,6.445537135818528,12.701519937428753,0.8661791984438291,4.804882473691785,14.76570742288138,1.4801822219534655,15.386689810716694,39.6310326197805,na,^GSPC,na,na,-3.643796312641225,0.0,36650,390880,0,0,0.0,319569
2021-05-14,S&P MidCap 400,Addition,National Storage Affiliates Trust,NSA,Real Estate,"NEW YORK, ",2021-05-10,XLRE,-0.6764587695405221,5.474355180349506,21.03899691569916,1.6556930372415364,4.628908014922978,22.045309930057776,0.9012877013100798,13.501468403756714,34.582762683601786,na,^SP400,na,na,-4.546452089737022,0.0,2280,479850,0,0,0.35,423717
2021-05-14,S&P SmallCap 600,Addition,Ellington Financial,EFC,Financials,"NEW YORK, ",2021-05-10,XLF,3.8556184392349153,9.012649322213685,33.06013214615287,1.6699414509360793,2.190435858641333,25.230365701869847,0.717426446062366,9.082098178344689,27.508834690552906,na,^SP600,na,na,5.204243727763833,0.0,970,552660,0,0,0.54,324552
2021-05-17,S&P MidCap 400,Addition,Aspen Technology,AZPN,Information Technology,"NEW YORK, ",2021-05-10,XLK,-1.4880706990531352,1.5337275441252758,9.753860802883946,1.6556930372415364,4.628908014922978,22.045309930057776,-5.128785335656368,-18.745128909644045,-2.673501873758452,na,^SP400,na,na,7.312881261307438,-1.892383299053294,2280,706690,0,0,0.0,412176
2021-05-17,S&P SmallCap 600,Addition,Avanos Medical,AVNS,Health Care,"NEW YORK, ",2021-05-10,XLV,2.073946451404721,6.445550966218153,12.701527045853782,1.6699414509360793,2.190435858641333,25.230365701869847,-6.106519200073072,-8.86809146059468,-12.81176367742998,na,^SP600,na,na,4.609119817143212,0.402515339401533,970,265970,0,0,0.0,239470
2021-05-27,S&P SmallCap 600,Addition,The Joint,JYNT,Health Care,"NEW YORK, ",2021-05-24,XLV,1.370521369370345,3.092788227259464,10.145660651653396,-0.2930959725776372,0.0958545362061757,19.86546479771548,10.318725550697517,5.205170422182059,107.02804137613172,na,^SP600,na,na,17.317568706205392,1.892472680751568,970,126020,0,0,0.0,149830
2021-06-02,S&P MidCap 400,Addition,Crocs,CROX,Consumer Discretionary,"NEW YORK, ",2021-05-26,XLY,3.144164967774897,-1.931967043587536,6.873912348324369,-0.2750422772012366,0.6108527898241248,15.804383591495071,4.082246559081742,38.61874939487671,60.08947413085577,na,^SP400,na,na,-5.295981303155092,1.0298004831644918,2280,1037870,0,0,0.0,1236962
2021-06-02,S&P SmallCap 600,Addition,Organogenesis Holdings,ORGO,Health Care,"NEW YORK, ",2021-05-26,XLV,1.322880311883693,1.4056926181614915,10.991846485199844,0.790638812924062,2.777247946506777,12.95505704553218,2.682460258316629,-19.82465399925843,123.03521448819932,na,^SP600,na,na,7.387384807309098,-0.3656274619152105,970,900460,0,0,0.0,832516
2021-06-04,S&P SmallCap 600,Addition,Service Properties Trust,SVC,Real Estate,"NEW YORK, ",2021-05-27,XLRE,3.204223604793072,2.4448203350181603,23.662258483679896,2.528256872860016,2.422311912088169,14.987886967468851,2.499987816489188,-8.887380570732075,-7.046770536584502,na,^SP600,na,na,8.369286059174215,0.0,970,990990,0,0,0.02,979881
2021-11-05,S&P SmallCap 600,Addition,NetScout Systems,NTCT,Information Technology,"NEW YORK, ",2021-11-01,XLK,1.5848148855561346,3.9513686895525577,14.07413179198653,-0.1511477909522143,2.425168935103455,-1.229759122831209,0.2591621408035678,-1.2759765861310792,-12.785827410314376,na,^SP600,na,na,13.048085350476988,0.0,970,312190,0,0,0.0,345632
2021-11-24,S&P SmallCap 600,Addition,Thryv Holdings,THRY,Communication Services,"NEW YORK, ",2021-11-17,XLC,0.1362381250942568,1.6599663332440355,-0.0884501087250882,-0.1665138874355414,7.540701065869383,6.477324511053246,10.24603193083316,20.0406978658198,0.4825489237908368,na,^SP600,na,na,2.650796618550097,0.0,970,328200,0,0,0.0,203769
2021-11-30,S&P MidCap 400,Addition,SiTime,SITM,Information Technology,"NEW YORK, ",2021-11-22,XLK,2.381222896441726,10.926229261248706,14.717320958109392,-1.0843525523307511,4.455147950755777,5.947434400222951,13.020905465703866,30.355862454251128,137.63345175664023,na,^SP400,na,na,11.066148785272516,1.32774231519803,2280,563420,0,0,0.0,212052
